Key,Source,Context,Changes,English,japanese,german
StealthDamageRank9Desc,progression,skills,New,-28% visibility and noise\nLockpicks are 19% more efficient,視認性と騒音-28%\nピックロック効率+19%,"-28% Sichtbarkeit und Geräusche\nDietriche sind 19% effizienter."
StealthDamageRank10Desc,progression,skills,New,-30% visibility and noise\nLockpicks are 20% more efficient,視認性と騒音-30%\nピックロック効率+20%,"-30% Sichtbarkeit und Geräusche\nDietriche sind 20% effizienter."
StealthDamageRank1LongDesc,progression,skills,New,Decrease your visibility in light and the noise you make while crouching by 4%. Pick locks 3% faster and break less lockpicks.,光の中での視認性としゃがんでいる時の騒音を4%減少させ、ピックロック速度と破損率を3%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 4%. Zudem knackst du Schlösser 3% schneller und brichst weniger Dietriche ab." 
StealthDamageRank2LongDesc,progression,skills,New,Decrease your visibility in light and the noise you make while crouching by 8%. Pick locks 6% faster and break less lockpicks.,光の中での視認性としゃがんでいる時の騒音を8%減少させ、ピックロック速度と破損率を6%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 8%. Zudem knackst du Schlösser 6% schneller und brichst weniger Dietriche ab." 
StealthDamageRank3LongDesc,progression,skills,New,Decrease your visibility in light and the noise you make while crouching by 12%. Pick locks 9% faster and break less lockpicks.,光の中での視認性としゃがんでいる時の騒音を12%減少させ、ピックロック速度と破損率を9%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 12%. Zudem knackst du Schlösser 9% schneller und brichst weniger Dietriche ab." 
StealthDamageRank4LongDesc,progression,skills,New,Decrease your visibility in light and the noise you make while crouching by 16%. Pick locks 12% faster and break less lockpicks.,光の中での視認性としゃがんでいる時の騒音を16%減少させ、ピックロック速度と破損率を12%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 16%. Zudem knackst du Schlösser 12% schneller und brichst weniger Dietriche ab." 
StealthDamageRank5LongDesc,progression,skills,New,Decrease your visibility in light and the noise you make while crouching by 20%. Pick locks 15% faster and break less lockpicks.,光の中での視認性としゃがんでいる時の騒音を20%減少させ、ピックロック速度と破損率を15%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 20%. Zudem knackst du Schlösser 15% schneller und brichst weniger Dietriche ab." 
StealthDamageRank6LongDesc,progression,skills,New,Decrease your visibility in light and the noise you make while crouching by 22%. Pick locks 16% faster and break less lockpicks.,光の中での視認性としゃがんでいる時の騒音を22%減少させ、ピックロック速度と破損率を16%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 22%. Zudem knackst du Schlösser 16% schneller und brichst weniger Dietriche ab." 
StealthDamageRank7LongDesc,progression,skills,New,Decrease your visibility in light and the noise you make while crouching by 24%. Pick locks 17% faster and break less lockpicks.,光の中での視認性としゃがんでいる時の騒音を24%減少させ、ピックロック速度と破損率を17%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 24%. Zudem knackst du Schlösser 17% schneller und brichst weniger Dietriche ab." 
StealthDamageRank8LongDesc,progression,skills,New,Decrease your visibility in light and the noise you make while crouching by 26%. Pick locks 18% faster and break less lockpicks.,光の中での視認性としゃがんでいる時の騒音を26%減少させ、ピックロック速度と破損率を18%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 26%. Zudem knackst du Schlösser 18% schneller und brichst weniger Dietriche ab." 
StealthDamageRank9LongDesc,progression,skills,New,Decrease your visibility in light and the noise you make while crouching by 28%. Pick locks 19% faster and break less lockpicks.,光の中での視認性としゃがんでいる時の騒音を28%減少させ、ピックロック速度と破損率を19%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 28%. Zudem knackst du Schlösser 19% schneller und brichst weniger Dietriche ab." 
StealthDamageRank10LongDesc,progression,skills,New,Decrease your visibility in light and the noise you make while crouching by 30%. Pick locks 20% faster and break less lockpicks.,光の中での視認性としゃがんでいる時の騒音を30%減少させ、ピックロック速度と破損率を20%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 30%. Zudem knackst du Schlösser 20% schneller und brichst weniger Dietriche ab." 

SenseMineralsName,progression,skills,New,Sense Minerals,直感採掘(石),Gespür für Minerale
SenseMineralsDesc,progression,skills,New,You've acquired the knowledge to better learn how to sometimes find minerals when mining regular stones. Each rank increases the multiplier for the additional loot you can find.,普通の石を採掘するときに、たまに鉱物類を見つける知識を身につけました。ランクが上がるごとに入手倍率が上昇します。,"Du hast herausgefunden wie du in Steinen Mineralien finden kannst. Jeder Rang erhöht die Menge an Mineralien, die du finden kannst."
SenseMineralsRank1Desc,progression,skills,New,"Gather additional ores out of stone blocks.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank2Desc,progression,skills,New,"Gather additional ores out of stone blocks.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank3Desc,progression,skills,New,"Gather additional ores out of stone blocks.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank4Desc,progression,skills,New,"Gather additional ores out of stone blocks.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank5Desc,progression,skills,New,"Gather additional ores out of stone blocks.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank6Desc,progression,skills,New,"Gather additional ores out of stone blocks.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank7Desc,progression,skills,New,"Gather additional ores out of stone blocks.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank8Desc,progression,skills,New,"Gather additional ores out of stone blocks.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank9Desc,progression,skills,New,"Gather additional ores out of stone blocks.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank10Desc,progression,skills,New,"Gather additional ores out of stone blocks.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank1LongDesc,progression,skills,New,"Gives you a very small chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate.",採石時に、鉄、石炭、鉛、真鍮、オイルシェールを超低確率で入手できます。また、それよりも低い確率で希少金属が採取できます。,"Gibt dir eine sehr geringe Chance Eisen, Kohle, Blei, Messing oder Ölschiefer zu finden, wenn du Steinblöcke abbaust. Zudem besteht eine sehr geringe Chance, Erzklumpen oder Diamanten zu finden."
SenseMineralsRank2LongDesc,progression,skills,New,"Gives you a very small chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate.",採石時に、鉄、石炭、鉛、真鍮、オイルシェールを超低確率で入手できます。また、それよりも低い確率で希少金属が採取できます。,"Gibt dir eine sehr geringe Chance Eisen, Kohle, Blei, Messing oder Ölschiefer zu finden, wenn du Steinblöcke abbaust. Zudem besteht eine sehr geringe Chance, Erzklumpen oder Diamanten zu finden."
SenseMineralsRank3LongDesc,progression,skills,New,"Gives you a small chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate.",採石時に、鉄、石炭、鉛、真鍮、オイルシェールを低確率で入手できます。また、それよりも低い確率で希少金属が採取できます。,"Gibt dir eine geringe Chance Eisen, Kohle, Blei, Messing oder Ölschiefer zu finden, wenn du Steinblöcke abbaust. Zudem besteht eine sehr geringe Chance, Erzklumpen oder Diamanten zu finden."
SenseMineralsRank4LongDesc,progression,skills,New,"Gives you a small chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate.",採石時に、鉄、石炭、鉛、真鍮、オイルシェールを低確率で入手できます。また、それよりも低い確率で希少金属が採取できます。,"Gibt dir eine geringe Chance Eisen, Kohle, Blei, Messing oder Ölschiefer zu finden, wenn du Steinblöcke abbaust. Zudem besteht eine sehr geringe Chance, Erzklumpen oder Diamanten zu finden."
SenseMineralsRank5LongDesc,progression,skills,New,"Gives you a mediocre chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate.",採石時に、鉄、石炭、鉛、真鍮、オイルシェールを中確率で入手できます。また、それよりも低い確率で希少金属が採取できます。,"Gibt dir eine mittelmäßige Chance Eisen, Kohle, Blei, Messing oder Ölschiefer zu finden, wenn du Steinblöcke abbaust. Zudem besteht eine sehr geringe Chance, Erzklumpen oder Diamanten zu finden."
SenseMineralsRank6LongDesc,progression,skills,New,"Gives you a mediocre chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate.",採石時に、鉄、石炭、鉛、真鍮、オイルシェールを中低確率で入手できます。また、それよりも低い確率で希少金属が採取できます。,"Gibt dir eine mittelmäßige Chance Eisen, Kohle, Blei, Messing oder Ölschiefer zu finden, wenn du Steinblöcke abbaust. Zudem besteht eine sehr geringe Chance, Erzklumpen oder Diamanten zu finden."
SenseMineralsRank7LongDesc,progression,skills,New,"Gives you a high chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate.",採石時に、鉄、石炭、鉛、真鍮、オイルシェールを高確率で入手できます。また、それよりも低い確率で希少金属が採取できます。,"Gibt dir eine hohe Chance Eisen, Kohle, Blei, Messing oder Ölschiefer zu finden, wenn du Steinblöcke abbaust. Zudem besteht eine sehr geringe Chance, Erzklumpen oder Diamanten zu finden."
SenseMineralsRank8LongDesc,progression,skills,New,"Gives you a high chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate.",採石時に、鉄、石炭、鉛、真鍮、オイルシェールを高確率で入手できます。また、それよりも低い確率で希少金属が採取できます。,"Gibt dir eine hohe Chance Eisen, Kohle, Blei, Messing oder Ölschiefer zu finden, wenn du Steinblöcke abbaust. Zudem besteht eine sehr geringe Chance, Erzklumpen oder Diamanten zu finden."
SenseMineralsRank9LongDesc,progression,skills,New,"Gives you a very high chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate.",採石時に、鉄、石炭、鉛、真鍮、オイルシェールを超高確率で入手できます。また、それよりも低い確率で希少金属が採取できます。,"Gibt dir eine sehr hohe Chance Eisen, Kohle, Blei, Messing oder Ölschiefer zu finden, wenn du Steinblöcke abbaust. Zudem besteht eine sehr geringe Chance, Erzklumpen oder Diamanten zu finden."
SenseMineralsRank10LongDesc,progression,skills,New,"Gives you a very high chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate.",採石時に、鉄、石炭、鉛、真鍮、オイルシェールを超高確率で入手できます。また、それよりも低い確率で希少金属が採取できます。,"Gibt dir eine sehr hohe Chance Eisen, Kohle, Blei, Messing oder Ölschiefer zu finden, wenn du Steinblöcke abbaust. Zudem besteht eine sehr geringe Chance, Erzklumpen oder Diamanten zu finden."

SenseValuablesName,progression,skills,New,Sense Valuables,直感採掘(土),Gespür für Wertvolles
SenseValuablesDesc,progression,skills,New,You've acquired the knowledge to better learn how to sometimes find valuable resources when digging in the dirt. Each rank increases the multiplier for the additional loot you can find.,土、砂、雪を掘るときに、たまに異なるものを見つける知識を身につけました。ランクが上がるごとに入手倍率が上昇します。,"Du hast ein Gespür dafür entwickelt, wertvolle Sachen in der Erde zu finden. Jeder Rang erhöht die Menge an Objekten, die du finden kannst."
SenseValuablesRank1Desc,progression,skills,New,"Find objects in dirt, sand or snow blocks.",異物類入手,"Finde Objekte in Erd-, Sand- oder Schneeblöcken."
